"0114709","1",4.0
"0114709","5",4.0
"0114709","7",4.5
"0114709","15",2.5
"0114709","17",4.5
"0114709","18",3.5
"0114709","19",4.0
"0114709","21",3.5
"0114709","27",3.0
"0114709","31",5.0
"0114709","32",3.0
"0114709","33",3.0
"0114709","40",5.0
"0114709","43",5.0
"0114709","44",3.0
"0114709","45",4.0
"0114709","46",5.0
"0114709","50",3.0
"0114709","54",3.0
"0114709","57",5.0
"0114709","63",5.0
"0114709","64",4.0
"0114709","66",4.0
"0114709","68",2.5
"0114709","71",5.0
"0114709","73",4.5
"0114709","76",0.5
"0114709","78",4.0
"0114709","82",2.5
"0114709","86",4.0
"0114709","89",3.0
"0114709","90",3.0
"0114709","91",4.0
"0114709","93",3.0
"0114709","96",5.0
"0114709","98",4.5
"0114709","103",4.0
"0114709","107",4.0
"0114709","112",3.0
"0114709","119",3.5
"0114709","121",4.0
"0114709","124",4.0
"0114709","130",3.0
"0114709","132",2.0
"0114709","134",3.0
"0114709","135",4.0
"0114709","137",4.0
"0114709","140",3.0
"0114709","141",4.0
"0114709","144",3.5
"0114709","145",5.0
"0114709","151",5.0
"0114709","153",2.0
"0114709","155",3.0
"0114709","156",4.0
"0114709","159",4.5
"0114709","160",4.0
"0114709","161",4.0
"0114709","166",5.0
"0114709","167",3.5
"0114709","169",4.5
"0114709","171",5.0
"0114709","177",5.0
"0114709","178",4.0
"0114709","179",4.0
"0114709","182",4.0
"0114709","185",4.0
"0114709","186",4.0
"0114709","191",4.0
"0114709","193",2.0
"0114709","200",3.5
"0114709","201",5.0
"0114709","202",4.0
"0114709","206",5.0
"0114709","213",3.5
"0114709","214",3.0
"0114709","216",3.0
"0114709","217",4.0
"0114709","219",3.5
"0114709","220",5.0
"0114709","223",3.5
"0114709","226",3.5
"0114709","229",5.0
"0114709","232",3.5
"0114709","233",3.0
"0114709","234",5.0
"0114709","239",4.0
"0114709","240",5.0
"0114709","247",5.0
"0114709","249",4.0
"0114709","252",4.5
"0114709","254",4.5
"0114709","263",4.0
"0114709","264",4.0
"0114709","266",2.0
"0114709","269",5.0
"0114709","270",5.0
"0114709","273",5.0
"0114709","274",4.0
"0114709","275",5.0
"0114709","276",4.0
"0114709","277",4.0
"0114709","279",3.0
"0114709","280",4.5
"0114709","282",4.5
"0114709","283",3.0
"0114709","288",4.5
"0114709","290",4.0
"0114709","291",4.0
"0114709","292",4.0
"0114709","293",3.0
"0114709","298",2.0
"0114709","304",5.0
"0114709","307",4.0
"0114709","314",3.0
"0114709","322",3.5
"0114709","323",3.5
"0114709","328",5.0
"0114709","330",4.0
"0114709","332",4.0
"0114709","334",3.5
"0114709","336",4.0
"0114709","337",4.0
"0114709","339",4.0
"0114709","341",5.0
"0114709","347",5.0
"0114709","350",4.0
"0114709","353",5.0
"0114709","357",5.0
"0114709","359",4.0
"0114709","364",5.0
"0114709","367",5.0
"0114709","372",3.0
"0114709","373",3.0
"0114709","378",4.5
"0114709","380",5.0
"0114709","381",3.5
"0114709","382",4.5
"0114709","385",4.0
"0114709","389",5.0
"0114709","391",3.0
"0114709","396",5.0
"0114709","399",4.0
"0114709","401",3.5
"0114709","411",5.0
"0114709","412",2.0
"0114709","414",4.0
"0114709","420",4.0
"0114709","422",4.0
"0114709","432",2.5
"0114709","434",4.0
"0114709","436",4.0
"0114709","438",4.5
"0114709","443",4.0
"0114709","448",5.0
"0114709","451",5.0
"0114709","453",5.0
"0114709","456",5.0
"0114709","460",4.5
"0114709","462",1.5
"0114709","468",4.0
"0114709","469",4.0
"0114709","470",4.0
"0114709","471",5.0
"0114709","474",4.0
"0114709","476",4.0
"0114709","480",3.0
"0114709","483",4.0
"0114709","484",4.5
"0114709","488",4.5
"0114709","490",3.5
"0114709","492",4.0
"0114709","500",4.0
"0114709","504",4.0
"0114709","509",4.0
"0114709","514",4.0
"0114709","517",4.0
"0114709","522",3.0
"0114709","524",4.0
"0114709","525",4.0
"0114709","528",2.5
"0114709","529",3.0
"0114709","533",5.0
"0114709","534",4.0
"0114709","541",3.0
"0114709","544",3.0
"0114709","550",4.0
"0114709","555",4.0
"0114709","559",5.0
"0114709","560",3.0
"0114709","561",4.0
"0114709","562",4.5
"0114709","567",3.5
"0114709","570",4.0
"0114709","572",4.0
"0114709","573",5.0
"0114709","579",4.0
"0114709","580",3.0
"0114709","584",5.0
"0114709","587",5.0
"0114709","590",4.0
"0114709","596",4.0
"0114709","597",4.0
"0114709","599",3.0
"0114709","600",2.5
"0114709","601",4.0
"0114709","603",4.0
"0114709","604",3.0
"0114709","605",4.0
"0114709","606",2.5
"0114709","607",4.0
"0114709","608",2.5
"0114709","609",3.0
"0114709","610",5.0
"0113228","1",4.0
"0113228","6",5.0
"0113228","19",3.0
"0113228","32",3.0
"0113228","42",4.0
"0113228","43",5.0
"0113228","44",3.0
"0113228","51",4.0
"0113228","58",3.0
"0113228","64",3.5
"0113228","68",2.0
"0113228","91",3.0
"0113228","100",3.5
"0113228","102",5.0
"0113228","116",3.5
"0113228","117",3.0
"0113228","150",3.0
"0113228","151",3.0
"0113228","169",5.0
"0113228","179",4.0
"0113228","217",1.0
"0113228","226",3.5
"0113228","240",4.0
"0113228","269",4.0
"0113228","270",3.0
"0113228","288",4.0
"0113228","289",2.5
"0113228","294",1.0
"0113228","302",3.0
"0113228","307",3.5
"0113228","308",0.5
"0113228","321",3.0
"0113228","330",3.0
"0113228","337",4.0
"0113228","368",3.0
"0113228","410",4.0
"0113228","414",4.0
"0113228","448",3.0
"0113228","456",3.0
"0113228","470",3.0
"0113228","477",3.0
"0113228","480",2.5
"0113228","492",4.0
"0113228","501",5.0
"0113228","544",3.0
"0113228","552",1.0
"0113228","555",5.0
"0113228","588",3.0
"0113228","590",3.0
"0113228","594",4.0
"0113228","599",1.5
"0113228","608",2.0
"0113277","1",4.0
"0113277","6",4.0
"0113277","11",5.0
"0113277","18",4.0
"0113277","23",4.0
"0113277","24",4.5
"0113277","28",3.5
"0113277","32",3.0
"0113277","44",3.0
"0113277","45",4.0
"0113277","57",3.0
"0113277","62",4.5
"0113277","64",4.5
"0113277","68",4.0
"0113277","79",4.0
"0113277","82",3.5
"0113277","84",4.0
"0113277","91",5.0
"0113277","102",3.0
"0113277","105",4.0
"0113277","109",3.0
"0113277","112",4.5
"0113277","117",3.0
"0113277","121",5.0
"0113277","140",5.0
"0113277","150",4.0
"0113277","160",2.0
"0113277","166",3.5
"0113277","181",3.0
"0113277","182",4.5
"0113277","191",4.0
"0113277","195",4.0
"0113277","199",4.0
"0113277","202",5.0
"0113277","217",2.0
"0113277","219",3.5
"0113277","220",3.5
"0113277","239",5.0
"0113277","244",5.0
"0113277","266",4.0
"0113277","269",5.0
"0113277","270",3.0
"0113277","274",4.0
"0113277","282",4.0
"0113277","286",4.5
"0113277","294",3.0
"0113277","297",5.0
"0113277","305",3.5
"0113277","308",1.0
"0113277","312",4.0
"0113277","313",3.0
"0113277","314",3.0
"0113277","317",5.0
"0113277","318",4.0
"0113277","325",4.0
"0113277","336",4.0
"0113277","337",5.0
"0113277","339",4.0
"0113277","353",4.0
"0113277","362",4.0
"0113277","368",4.0
"0113277","372",5.0
"0113277","373",5.0
